speciesCode,english_name,spanish_name,scientific_name,target_species,iconic_species,tour_visibility,tour_fit,target_difficulty,photography_difficulty,best_time_of_day,best_months,habitat_primary,habitat_secondary,elevation_min_m,elevation_max_m,route_cluster_primary,route_cluster_secondary,primary_hotspot_name,primary_hotspot_ebird_loc_id,secondary_hotspot_name,secondary_hotspot_ebird_loc_id,walking_level,access_level,reliability_score_manual,rarity_score_manual,photography_score_manual,opportunity_weight_manual,pricing_complexity,custom_tour_priority,half_day_visibility_note_en,half_day_visibility_note_es,full_day_visibility_note_en,full_day_visibility_note_es,guide_notes_en,guide_notes_es,internal_notes,needs_review,ebird_enabled,active
cooela1,Coopmans's Elaenia,Fiofío Alicorto,Elaenia brachyptera,TRUE,FALSE,custom_only,custom_private,easy,easy,morning,year_round,montane cloud forest,"forest edge, trails, and mixed flocks",,,tandayapa_bellavista,,Recent hotspot to review,,,,moderate,moderate,75,25,75,50,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Tandayapa and Bellavista Corridor.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Corredor Tandayapa y Bellavista.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
whcela1,White-crested Elaenia,Fiofío Crestiblanco,Elaenia albiceps,TRUE,FALSE,custom_only,custom_private,easy,easy,morning,year_round,montane cloud forest,"forest edge, trails, and mixed flocks",,,tandayapa_bellavista,,Recent hotspot to review,,,,moderate,moderate,75,25,75,50,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Tandayapa and Bellavista Corridor.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Corredor Tandayapa y Bellavista.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
sieela3,Sierran Elaenia,Fiofío Serrano,Elaenia pallatangae,TRUE,FALSE,custom_only,custom_private,easy,easy,morning,year_round,montane cloud forest,"forest edge, trails, and mixed flocks",,,tandayapa_bellavista,,Recent hotspot to review,,,,moderate,moderate,75,25,75,50,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Tandayapa and Bellavista Corridor.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Corredor Tandayapa y Bellavista.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
tortyr1,Torrent Tyrannulet,Piojito Guardarríos,Serpophaga cinerea,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
sohtyr1,Sooty-headed Tyrannulet,Mosquerito Cabecigrís,Phyllomyias griseiceps,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
ashtyr1,Ashy-headed Tyrannulet,Mosquerito Cenizo,Tyranniscus cinereiceps,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
tartyr1,Tawny-rumped Tyrannulet,Mosquerito Culirrufo,Tyranniscus uropygialis,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
chotyr1,Choco Tyrannulet,Mosquerito del Chocó,Zimmerius albigularis,TRUE,FALSE,custom_only,custom_private,hard,hard,morning,to_review,Choco foothill forest canopy,,,,milpe_silanche,,Milpe and Silanche lowland route,,,,moderate,hard,42,,,,premium_plus,medium,,,,,Choco specialty for serious birders; not a general visitor target.,,Second-batch starter enrichment by Codex. Confirm current route/local reliability before quoting.,FALSE,TRUE,TRUE
flafly2,Flavescent Flycatcher,Mosquero Amarillo,Myiophobus flavicans,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
brcfly4,Mouse-gray Flycatcher,Mosquero Grisaceo,Myiophobus crypterythrus,TRUE,FALSE,custom_only,custom_private,easy,easy,morning,year_round,lower elevation Choco forest,"forest edge, fruiting trees, and mixed flocks",,,milpe_silanche,,Recent hotspot to review,,,,moderate,private_or_rough_access,75,25,75,50,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Milpe and Silanche Lowland Route.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Ruta Baja Milpe y Silanche.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
olsfly,Olive-sided Flycatcher,Pibí Boreal,Contopus cooperi,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
smcpew1,Smoke-colored Pewee,Pibí Ahumado,Contopus fumigatus,TRUE,FALSE,custom_only,custom_private,easy,easy,morning,year_round,montane cloud forest,"forest edge, trails, and mixed flocks",,,tandayapa_bellavista,,Recent hotspot to review,,,,moderate,moderate,75,25,75,50,premium,medium,Better as part of a guided route unless recent activity is very close to Mindo.,Mejor como parte de una ruta guiada salvo que haya actividad reciente muy cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Tandayapa and Bellavista Corridor.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Corredor Tandayapa y Bellavista.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
wewpew,Western Wood-Pewee,Pibí Occidental,Contopus sordidulus,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
acafly,Acadian Flycatcher,Mosquero Verdoso,Empidonax virescens,TRUE,FALSE,half_day,half_day,easy,easy,morning,year_round,"gardens, feeders, forest edge, and nearby reserves",open areas and secondary forest,,,mindo_town,,Recent hotspot to review,,,,easy,easy,75,25,75,50,standard,medium,Possible on a half-day route when recent activity is close to Mindo.,Posible en una ruta de medio dia cuando la actividad reciente esta cerca de Mindo.,A full-day or private route gives better flexibility for this target.,Una ruta de dia completo o privada da mejor flexibilidad para esta especie.,Guide-review species. Use recent eBird activity and local route knowledge before recommending Mindo Town and Nearby Gardens.,Especie para revision del guia. Usar actividad reciente en eBird y conocimiento local antes de recomendar Pueblo de Mindo y Jardines Cercanos.,Auto-enriched activation row for public target selector; review before final quote.,TRUE,TRUE,TRUE
